id,cliente_id,numeroCuenta,saldo,tipoCuenta,fechaCreacion
58,743,GB03AACL04793597819528,97912.52,Ahorro,2018-04-26
59,702,GB05LSNB53750134024221,32198.62,Ahorro,2021-07-22
60,834,GB51FTXV44940865389553,10943.43,Ahorro,2019-07-24
61,356,GB50IXAF58430608166335,1316.38,Ahorro,2016-11-15
62,504,GB35MZQM54155495508434,19412.62,Ahorro,2020-02-06
63,783,GB32ZXUE03705485830834,77149.35,Corriente,2016-01-11
64,235,GB46IIYB69995758775193,87127.46,Ahorro,2023-11-25
65,902,GB95XUIY99608384464944,72445.14,Corriente,2019-04-21
66,88,GB97JZLS51330514326422,87901.48,Corriente,2019-02-10
67,479,GB13YJIU35476447773643,40087.69,Ahorro,2023-03-09
68,306,GB22NXXR67191163784630,12526.63,Corriente,2019-12-04
69,274,GB78RTYH71341662382231,10187.51,Ahorro,2016-10-31
70,518,GB29YQNZ93264972234901,37590.03,Ahorro,2019-11-20
71,738,GB34NRTP68939229069241,25079.54,Corriente,2020-06-18
72,595,GB59QJYZ75345684547425,8220.96,Ahorro,2019-06-13
73,683,GB53RHZV95891329144571,80251.64,Ahorro,2020-02-01
74,95,GB20LYDN29170508616417,94164.79,Corriente,2021-05-07
75,433,GB87XHTG30667353293325,77092.37,Ahorro,2019-06-10
76,881,GB71WVCQ40436147005277,19331.64,Corriente,2014-04-09
77,122,GB06XWHV91574166737192,53563.75,Ahorro,2021-06-10
78,993,GB82WPXX45438949040556,80595.81,Ahorro,2018-04-03
79,174,GB83GMOO09130426655378,77650.23,Ahorro,2020-04-23
80,801,GB86PYKB02216237727487,40671.42,Ahorro,2019-04-25
81,740,GB85ONNQ97561403600884,82599.62,Ahorro,2022-03-14
82,102,GB84YUGI49895745595991,7788.23,Ahorro,2021-01-10
83,345,GB26VEAE96343215273321,85242.39,Ahorro,2015-09-28
84,840,GB90PPWI58822405243649,58024.53,Ahorro,2019-08-04
85,477,GB40TPHY03407335967988,32796.37,Corriente,2017-05-25
86,670,GB34NIUQ11417542900269,51291.66,Ahorro,2018-03-30
87,634,GB81YGNU04924708721189,93287.68,Ahorro,2016-08-22
88,220,GB85ZMKC55441172541347,73313.35,Ahorro,2017-07-19
89,261,GB44FCIG88084795551594,91125.96,Ahorro,2016-01-05
90,997,GB27IUEE64896492438019,67272.03,Ahorro,2014-07-30
91,446,GB72PMCO21210055297640,29509.02,Corriente,2014-05-10
92,751,GB45UJTI14320614264744,82412.6,Corriente,2021-08-29
93,562,GB05LSNA92904561552639,39277.57,Corriente,2017-06-15
94,139,GB89IAIO72881744151463,11969.12,Ahorro,2015-04-30
95,112,GB35QWZY24310380943729,59686.54,Ahorro,2023-12-20
96,623,GB76ATDT99580267843347,87143.97,Corriente,2014-07-15
97,904,GB56UBJP22557274269139,58405.85,Ahorro,2015-06-03
98,687,GB66RLQP39407130976720,51376.36,Corriente,2020-02-05
99,324,GB34LNEI03392859903486,73957.31,Ahorro,2017-05-11
100,833,GB70DSAR42890936630169,45269.11,Corriente,2021-12-09
101,82,GB88XHOC07849498109209,6970.62,Corriente,2022-07-21
102,856,GB82EATP16037283239612,2104.12,Ahorro,2018-06-04
103,272,GB26MXPH62697017548478,67469.4,Ahorro,2018-05-16
104,984,GB58LQJD70168851080881,38337.37,Ahorro,2019-05-17
105,429,GB93BBKU00506294447106,50028.85,Corriente,2018-08-28
106,496,GB52SELL22161564598016,29243.76,Ahorro,2014-10-02
107,453,GB12CBMN46339431614772,47302.54,Ahorro,2017-09-11
108,160,GB67GTSD24002959354559,18096.94,Corriente,2018-06-14
109,82,GB77RAPB02145632389726,2386.52,Ahorro,2017-08-10
110,313,GB69UUDR95922012377901,1820.47,Ahorro,2018-02-09
111,928,GB78FUGF74752918009639,67943.6,Ahorro,2015-11-10
112,461,GB67DUOZ00595281079672,75009.68,Ahorro,2019-04-21
113,409,GB11ADVP83458565110656,72003.84,Corriente,2014-03-17
114,15,GB95LQQN27433383740068,15158.44,Ahorro,2024-01-23
115,567,GB64AYAD03200733703402,88783.19,Ahorro,2023-02-20
116,34,GB37BTSF30814290450855,31238.73,Ahorro,2015-10-28
117,780,GB94YKXU37946129351907,7664.53,Corriente,2019-07-04
118,619,GB53GGPF50540000426175,22038.84,Ahorro,2015-02-17
119,265,GB78TZEM96886695762659,71382.51,Ahorro,2017-09-24
120,97,GB81JSXB20411741967826,12779.44,Ahorro,2014-06-15
121,400,GB78YDAA92990056429756,19057.03,Corriente,2014-10-05
122,841,GB25RLWH97770916811745,78332.35,Ahorro,2018-04-09
123,599,GB54VHNS18954062309184,79239.43,Corriente,2019-11-28
124,374,GB16COWN06563681900190,40204.49,Ahorro,2022-07-10
125,466,GB78KOVD40608605823408,68266.02,Ahorro,2018-10-29
126,925,GB53DEQV46703857138094,59188.55,Corriente,2015-03-25
127,534,GB39IKAY62125799093417,14229.57,Ahorro,2014-10-23
128,902,GB80YAAJ72507284005440,35616.2,Ahorro,2016-10-24
129,256,GB87YXTI61930817464448,31997.33,Ahorro,2017-04-21
130,222,GB22CVHT50786031798811,68398.94,Ahorro,2016-04-17
131,438,GB92CQDR76974201571892,54952.34,Corriente,2015-01-24
132,580,GB44UPGI52032430288176,88961.76,Corriente,2021-05-21
133,887,GB74SZRD99160688132933,73683.97,Ahorro,2015-04-14
134,97,GB53SLBF48929941025088,22957.48,Corriente,2018-07-24
135,915,GB63MABW37182715671096,39534.71,Corriente,2014-07-29
136,134,GB05FRUD58251002089108,7929.4,Corriente,2019-04-18
137,502,GB03IKAJ59230604146757,21998.36,Corriente,2022-04-04
138,996,GB62NAVP59403943052644,35811.16,Ahorro,2016-07-29
139,854,GB93REMV38003477994590,55363.41,Corriente,2016-01-17
140,16,GB49HGOA51010679478518,9482.99,Ahorro,2024-01-10
141,92,GB87NJBC53038548535216,20274.48,Ahorro,2017-01-22
142,317,GB50WMMR10653379429656,10668.0,Ahorro,2023-01-21
143,974,GB40UTDI16634123639412,3887.42,Ahorro,2019-03-13
144,223,GB02MFCX93352063732068,85289.37,Corriente,2018-10-13
145,884,GB64QRHB08073518702314,92214.01,Ahorro,2023-02-07
146,561,GB31HCEQ84937515570219,87872.77,Ahorro,2016-10-03
147,803,GB13FYOS20683332825148,27220.21,Corriente,2021-07-01
148,590,GB46ZDIY28833853981311,17544.04,Corriente,2014-10-06
149,221,GB80CINQ05217729914757,14082.96,Ahorro,2023-05-28
150,371,GB14RTZT80153192679513,40876.63,Ahorro,2018-10-06
151,403,GB46RMFC13828428447082,45715.6,Ahorro,2014-10-24
152,781,GB85HBFN63433910048498,56761.53,Corriente,2016-01-21
153,98,GB08FJUC15505733936499,83293.86,Corriente,2014-04-20
154,504,GB80DQCR75346535220052,73318.58,Corriente,2014-08-08
155,74,GB51JAZH46076586042707,93453.48,Corriente,2015-11-10
156,459,GB44OJZW22848455731729,68982.37,Corriente,2017-05-02
157,627,GB14WTPR47951957495512,79540.28,Ahorro,2015-02-10
158,674,GB83PINA56033583790136,20502.52,Corriente,2016-01-28
159,265,GB66PJZQ96991515870485,48500.94,Corriente,2015-12-16
160,701,GB65OHRE00293820922350,73249.55,Ahorro,2014-12-29
161,780,GB44BCEC99279103894038,37469.0,Corriente,2016-05-29
162,809,GB09GGIA64209654093769,11019.82,Ahorro,2016-06-06
163,828,GB08TJSU19807740286700,51532.63,Corriente,2021-10-23
164,328,GB46DNMZ91033257944268,5990.33,Corriente,2020-09-27
165,340,GB44WAFA25866594521384,40186.97,Corriente,2016-03-23
166,293,GB98KPRQ51516636771976,14521.47,Ahorro,2022-11-20
167,147,GB53GMGA89346450151046,13949.2,Ahorro,2018-12-22
168,636,GB47CISR50854372030920,98663.87,Ahorro,2021-11-12
169,977,GB61IWJJ49767854483717,59674.37,Ahorro,2016-11-06
170,805,GB79SDKK57006778602266,37820.41,Ahorro,2020-02-25
171,160,GB59LZHA87714923604030,87429.6,Corriente,2023-08-27
172,586,GB12IYZF77295651735018,66787.39,Ahorro,2021-12-17
173,891,GB68MQAI34889148112787,54732.51,Corriente,2017-03-03
174,889,GB60FWEO87884310242840,88408.24,Corriente,2022-10-09
175,718,GB76BYQF59441345559198,59248.84,Corriente,2014-12-05
176,567,GB24PUTQ95491119419875,66029.75,Ahorro,2015-07-14
177,10,GB05DZNF38065265955012,26966.24,Ahorro,2021-01-04
178,610,GB42UXTM71364341343480,55622.46,Ahorro,2021-05-11
179,386,GB52HAEZ64826442118932,39195.96,Corriente,2018-11-04
180,413,GB20ERMG94201618594958,54632.25,Corriente,2016-03-16
181,850,GB40ADZZ54022601846047,65802.46,Corriente,2018-12-26
182,855,GB78PGIW01996744571103,90695.16,Corriente,2017-07-06
183,861,GB93QFMY82035920672452,34437.16,Corriente,2020-10-27
184,491,GB35LOVY46186557876461,88368.48,Ahorro,2017-07-13
185,943,GB33TMIE07951006440519,33570.16,Ahorro,2022-01-06
186,724,GB10LGMV28701654274492,61564.42,Ahorro,2018-04-15
187,751,GB74FCWN05224252652039,26906.61,Corriente,2023-03-13
188,245,GB09JOTD63010943720831,28127.73,Corriente,2021-09-25
189,72,GB70FBDF63331887018243,24242.5,Corriente,2023-12-04
190,857,GB60DNHG13495167774547,15199.65,Ahorro,2021-05-23
191,789,GB61UGLV43697295328909,54459.69,Corriente,2016-01-03
192,487,GB27BDBS48096779956378,87217.82,Corriente,2022-11-15
193,944,GB63HWFI34360332769302,59486.56,Ahorro,2019-03-21
194,745,GB74EEWR80021406246614,78455.82,Corriente,2019-07-30
195,13,GB66FPBI78487996140345,91930.37,Corriente,2017-12-03
196,769,GB17KWBU40537398750365,2372.64,Corriente,2020-11-19
197,323,GB69UMFQ13602952229141,71790.14,Corriente,2015-04-25
198,887,GB24FUSH33788677104200,51795.79,Corriente,2019-06-12
199,324,GB86JOHR63999179624678,87260.32,Corriente,2015-01-24
200,575,GB74QALG38200766078162,3002.18,Ahorro,2022-01-10
201,682,GB81OIDK06480161889620,38373.42,Corriente,2019-01-20
202,882,GB49PJEU23545778911433,45936.67,Ahorro,2022-10-15
203,113,GB67IQQE72116824722369,46714.06,Ahorro,2014-04-06
204,21,GB50OPIM84234326137980,92226.89,Corriente,2021-03-17
205,182,GB18UYIG64548434430302,38856.58,Ahorro,2017-02-21
206,253,GB21SNTZ40763837091526,49847.44,Corriente,2016-03-24
207,485,GB64TYOR67527742625607,4298.28,Corriente,2020-03-21
208,127,GB88ZXSO56950889502273,51949.08,Ahorro,2020-10-08
209,839,GB96CBWI07112228530375,30702.86,Corriente,2017-03-07
210,379,GB37FMAN78253261639085,18925.39,Corriente,2017-05-08
211,430,GB48DQQE65358109336706,69329.18,Ahorro,2016-10-11
212,163,GB91XXXV17557322744347,80777.22,Corriente,2021-11-24
213,747,GB70DEYD27575602667055,83023.52,Ahorro,2017-12-08
214,735,GB86RXCF62636232433925,76144.82,Ahorro,2023-02-18
215,354,GB97AIKK14918656369085,8478.8,Corriente,2023-06-05
216,406,GB16MHNZ03308814367078,75303.84,Corriente,2022-05-13
217,734,GB97KTOP29231421014800,3985.97,Corriente,2014-04-10
218,6,GB02MJZD03442391830048,90103.51,Corriente,2019-09-23
219,964,GB73HSCB72713161497589,44903.05,Corriente,2023-05-18
220,673,GB55DEHZ48638687484895,63328.36,Ahorro,2019-03-19
221,340,GB49KPFS82418123723848,35215.27,Corriente,2016-11-02
222,25,GB64BPZV71747885377831,14322.55,Corriente,2018-11-07
223,122,GB87VHCF90270699072731,26711.53,Ahorro,2021-10-28
224,490,GB95ZDZJ57949867212075,36858.75,Corriente,2014-04-26
225,484,GB34OCZS08276489436433,11013.39,Ahorro,2016-03-27
226,317,GB48REZV33437903766050,53343.46,Corriente,2023-02-23
227,633,GB60UZDG09809019024732,49058.91,Ahorro,2021-12-10
228,769,GB62IXPX24631240547822,13257.96,Corriente,2018-11-24
229,493,GB16EPOK22978964597535,11106.7,Ahorro,2021-10-17
230,884,GB30HROJ50189744200050,56002.97,Ahorro,2023-03-08
231,64,GB23KGXH77753531877513,61413.94,Ahorro,2016-01-05
232,448,GB10WLNU01219237846208,15472.18,Corriente,2014-08-01
233,551,GB45UWKI89621542815966,60409.17,Corriente,2018-07-25
234,250,GB94HDHC64184680986974,36881.88,Corriente,2023-07-14
235,231,GB27JXNI62396015572909,1398.75,Ahorro,2015-03-14
236,109,GB17EVCQ80496166603537,78533.94,Corriente,2023-05-14
237,867,GB82DMEQ39677538318339,2272.59,Corriente,2019-08-03
238,603,GB58OXMK34242866437649,59600.99,Corriente,2021-03-04
239,167,GB51SQJP22951875748637,76125.24,Corriente,2020-06-20
240,398,GB30HZKT54163057857519,50794.73,Corriente,2016-07-07
241,950,GB37FSZI80895365964834,29861.41,Corriente,2022-08-28
242,122,GB16JZXF51838193985998,58929.7,Ahorro,2021-04-30
243,640,GB54MFZB83418625216829,49086.44,Ahorro,2015-10-25
244,375,GB53BCFP27152814952074,92115.79,Corriente,2019-07-21
245,600,GB71OKVP23544495736808,49516.54,Ahorro,2015-01-25
246,343,GB89OYNO92789845167477,85920.86,Ahorro,2017-09-28
247,247,GB24LTYO72019911396175,29587.61,Corriente,2020-01-22
248,781,GB26DVBW89369467005099,68664.87,Corriente,2021-12-25
249,983,GB48VADM63976284074881,10132.56,Ahorro,2022-03-03
250,678,GB91JFOZ56374666272336,80194.3,Ahorro,2019-02-04
251,479,GB52HZCF88878771779414,74619.75,Ahorro,2023-09-18
252,514,GB70NAMI29580274915918,53926.34,Ahorro,2014-07-22
253,510,GB87OHBC77457638795835,8994.65,Corriente,2020-04-26
254,396,GB76ZLVD17457316614670,33006.76,Ahorro,2023-03-31
255,334,GB74PNCP88385431007768,77457.42,Ahorro,2015-07-22
256,394,GB78AOEZ17865781497600,95696.29,Ahorro,2017-05-07
257,407,GB27FAAV59959277357239,34313.96,Ahorro,2015-11-24
258,391,GB79MWKD59930974369509,1910.49,Ahorro,2022-03-29
259,714,GB56RWTZ66106800545116,70043.29,Corriente,2016-03-01
260,38,GB56QQHQ72802099143431,85278.04,Corriente,2022-04-20
261,106,GB33SOIC93744702065372,87744.7,Ahorro,2022-03-17
262,346,GB58SJSA69555994551438,73074.11,Corriente,2023-07-17
263,189,GB51MJZQ28063322318176,75638.07,Corriente,2023-03-23
264,761,GB08KPKA83380567888017,17506.14,Corriente,2020-05-01
265,759,GB89TWKG33122498216477,64330.45,Ahorro,2021-03-09
266,452,GB35YNFS55479808083916,84805.18,Ahorro,2016-09-18
267,431,GB63VSVB50591158709060,8312.09,Corriente,2018-12-08
268,351,GB53TDXZ85190387843842,16180.7,Ahorro,2023-10-13
269,416,GB27ZALK99842752082933,87832.35,Ahorro,2021-01-03
270,413,GB29ZPYV56650783919595,42740.79,Ahorro,2016-05-06
271,554,GB14HVKS35498794438325,77757.81,Ahorro,2021-11-09
272,81,GB82YYYI79886359802536,59544.1,Corriente,2017-10-24
273,141,GB97QFSG04865630471978,4292.48,Ahorro,2022-08-18
274,247,GB34MFII71202265211189,8854.73,Ahorro,2022-08-01
275,984,GB09RIDQ30050107644327,78707.84,Corriente,2020-06-15
276,173,GB76HKXZ36600514828762,21943.04,Corriente,2021-08-23
277,548,GB96TXLB55683841825193,70192.58,Corriente,2021-05-31
278,555,GB42BPXZ07439668859293,51826.27,Ahorro,2020-06-13
279,607,GB63BRCV87376895100611,88971.9,Ahorro,2015-08-12
280,146,GB39AXTN35493037293139,66814.21,Corriente,2015-07-09
281,103,GB24OYBN03118892698772,96473.81,Ahorro,2022-08-10
282,131,GB11CYYB22170814347825,84745.25,Ahorro,2016-07-19
283,409,GB48AIYJ27522029852758,73909.97,Corriente,2019-09-30
284,816,GB75HQTH83885042535660,8688.93,Corriente,2022-08-13
285,114,GB58AJLX01196011343563,88011.64,Corriente,2017-07-14
286,401,GB33RTKM75144828343756,24291.12,Ahorro,2022-12-12
287,46,GB76RPMP38102216270416,74123.74,Ahorro,2017-10-08
288,137,GB77THKI38365456417348,38300.51,Ahorro,2022-10-10
289,272,GB73EHHI71248350536023,63382.5,Corriente,2017-10-27
290,871,GB59WYBJ46089128077325,6880.67,Corriente,2023-05-17
291,40,GB41NAMM50058054133766,45121.82,Corriente,2017-11-05
292,136,GB97XBQP80449056676665,58511.65,Ahorro,2014-12-25
293,318,GB63PBYB19847969115876,11243.71,Corriente,2018-02-05
294,652,GB02GEKL51174993298677,35504.13,Corriente,2020-11-03
295,411,GB26EDCM87126204242264,94326.7,Corriente,2019-07-15
296,186,GB48WIZT94929133032157,84294.39,Corriente,2021-01-22
297,986,GB03JKCI10006756966114,90480.68,Ahorro,2021-03-26
298,761,GB15QIDZ05107109235770,39053.79,Corriente,2020-04-29
299,597,GB11YFPZ91501789507864,61008.77,Corriente,2020-10-03
300,838,GB06YYTX98200411287882,85971.68,Corriente,2017-03-28
301,568,GB60NVDO19894440889432,61506.84,Corriente,2014-05-19
302,66,GB52ZROW23410083923157,18254.88,Ahorro,2021-07-08
303,344,GB87VSWC45737557420068,20083.84,Ahorro,2020-05-01
304,201,GB77CWUD66172178069988,85808.95,Corriente,2020-12-17
305,490,GB17RZKU92064889957610,75796.55,Ahorro,2021-02-02
306,553,GB03UPQN37516156836986,21570.06,Corriente,2018-03-12
307,225,GB48QLDG67626418705892,57409.92,Ahorro,2015-05-25
308,740,GB22EGCB94148160695829,84337.22,Ahorro,2018-08-19
309,935,GB53IQIU60295680312883,83039.92,Corriente,2022-04-05
310,466,GB23SZCL35780855268526,89614.64,Corriente,2022-04-18
311,748,GB14LQMD75935937470810,46729.18,Corriente,2014-07-11
312,518,GB10TSXQ82761819429292,63382.03,Corriente,2015-09-24
313,699,GB37CSOX99227372801049,74351.1,Corriente,2017-07-03
314,170,GB88YHUE01189852515369,29255.61,Ahorro,2020-09-29
315,285,GB79MARR70997072202085,97354.36,Corriente,2018-08-20
316,460,GB52OZFD40959780996961,92110.08,Corriente,2022-08-11
317,672,GB61BLAJ14264300462830,27148.85,Ahorro,2019-08-23
318,378,GB53PCNN15124099150705,6853.08,Ahorro,2019-04-21
319,354,GB36XGFD47634852988027,69842.93,Corriente,2016-01-28
320,189,GB34EIZW56830775222092,31502.6,Ahorro,2018-07-25
321,572,GB80FFBS60828915223708,88755.85,Ahorro,2015-07-11
322,466,GB89XQDA35139545862417,49173.74,Ahorro,2023-06-24
323,541,GB96AYDM78848566643642,34168.41,Corriente,2022-01-05
324,33,GB59XANR60054154842659,46787.07,Ahorro,2021-07-08
325,280,GB88YWIZ98097667080050,73150.13,Corriente,2017-10-09
326,926,GB53HLBT23021887327031,52151.65,Ahorro,2016-02-12
327,175,GB69ZHVJ34586243981236,54083.31,Ahorro,2022-10-11
328,324,GB66HZDH43957791292727,84196.69,Corriente,2014-08-29
329,504,GB68UOTF08323237345522,93476.97,Corriente,2015-08-01
330,105,GB81JUYX87207110644730,16179.25,Corriente,2017-01-05
331,873,GB62SAIE56023466305142,85487.52,Corriente,2017-07-20
332,102,GB58YLHC18348101869986,60947.89,Corriente,2018-08-28
333,526,GB73QCGE87881949165825,15223.93,Corriente,2023-03-14
334,811,GB42BDBX98056049426460,43449.81,Corriente,2022-06-23
335,735,GB55EIWQ41437837440781,66090.66,Corriente,2017-02-24
336,243,GB05WSVU48702369177890,65855.86,Ahorro,2023-04-11
337,492,GB79OHPF14406616888409,13326.18,Corriente,2022-10-05
338,770,GB13QTNI01985847152647,20406.24,Ahorro,2021-05-12
339,678,GB84KBTF33325650695686,23899.44,Ahorro,2022-02-03
340,949,GB55UMLZ00593600448039,10463.62,Ahorro,2021-07-26
341,277,GB76IDZU00412847105034,22455.3,Corriente,2021-08-16
342,809,GB94BUCR65737531023186,70667.6,Corriente,2019-02-16
343,642,GB68AQHL91145709716725,69648.24,Corriente,2022-03-27
344,598,GB43PHTN82658618530679,44655.15,Ahorro,2021-11-23
345,731,GB68JYEF69046283218601,69090.31,Ahorro,2019-12-27
346,558,GB11KLUS86786988142848,74902.53,Corriente,2017-08-29
347,624,GB84QGGA47472107619477,31284.97,Corriente,2019-12-27
348,967,GB35YHFS96971515575558,15155.43,Corriente,2021-01-19
349,957,GB57CLTF11126853297932,14304.83,Corriente,2016-08-12
350,745,GB46RWOS24085636618403,49901.63,Ahorro,2021-11-23
351,126,GB13XLUQ95823876382778,55416.27,Ahorro,2024-01-09
352,994,GB28XUWX15902620739899,44912.67,Corriente,2015-03-18
353,314,GB33CCJJ03684770036086,26233.61,Corriente,2023-09-21
354,627,GB84MNCQ54671106794302,70226.02,Corriente,2017-03-18
355,966,GB47SKFV88096603058473,9084.42,Ahorro,2018-09-24
356,652,GB07EQNW82923508715110,54608.75,Ahorro,2015-03-20
357,962,GB41HWKN29064451919202,66364.04,Ahorro,2015-01-03
358,19,GB13XPPR97917872080925,1657.04,Corriente,2022-12-10
359,984,GB64YWCP01750736477329,19558.57,Ahorro,2016-05-22
360,0,GB43QRNK88175026865963,71161.55,Corriente,2023-08-09
361,258,GB34OZUA38476962126004,20350.32,Ahorro,2018-07-25
362,431,GB33ZVKC71289405016147,37822.38,Ahorro,2015-04-27
363,912,GB91PGBP22932130343192,55823.88,Ahorro,2015-03-18
364,32,GB88TAIQ33092408645290,51558.26,Corriente,2022-01-14
365,286,GB37OVQM98787926254451,32645.63,Ahorro,2020-04-08
366,115,GB49TGON19164291843178,56163.55,Ahorro,2019-10-26
367,456,GB28MRNX86361316534786,86920.35,Ahorro,2016-01-18
368,633,GB77NSUE04798205715995,80519.47,Ahorro,2020-06-27
369,110,GB24ZUCT87749391536826,61763.46,Corriente,2020-02-07
370,368,GB11BBMU23203292429728,18795.76,Corriente,2022-01-28
371,200,GB74FUUW28877855209162,32174.89,Corriente,2021-02-17
372,438,GB70PCPW47889803041973,88285.17,Ahorro,2022-01-27
373,738,GB88FNGR35930610087283,15377.41,Corriente,2021-11-29
374,603,GB37XNRM72559391635483,43199.65,Corriente,2015-12-16
375,795,GB74JSBC68967179265800,25416.03,Corriente,2018-09-14
376,179,GB13RFGB67084292043490,38915.49,Ahorro,2023-06-05
377,506,GB08ZCOJ73881787721902,99010.15,Corriente,2014-06-16
378,845,GB37HESR62236825872114,89220.84,Ahorro,2019-07-24
379,151,GB73MAUE94742749677275,88195.71,Ahorro,2021-06-21
380,732,GB08ZHSY10431368133451,83870.17,Ahorro,2016-09-20
381,440,GB46MHLJ91691400269989,16546.03,Ahorro,2021-08-13
382,401,GB93ATPJ72162040839686,37315.54,Ahorro,2021-09-30
383,713,GB30KVVJ38256378237218,34972.92,Ahorro,2022-09-03
384,641,GB65FCMJ76241498579213,37496.43,Ahorro,2017-09-14
385,886,GB80WBXY06375086616549,99518.9,Corriente,2018-07-01
386,131,GB52NWPJ96522857323947,32132.64,Corriente,2015-10-24
387,434,GB78JTZM16645520028275,46959.37,Corriente,2018-04-02
388,816,GB63EJPS03638041280603,82765.77,Ahorro,2014-06-29
389,989,GB28OGPN58541636417032,26864.93,Corriente,2021-10-12
390,232,GB32JNGJ04950088422711,53258.95,Ahorro,2018-03-02
391,681,GB26SVMD84812803800968,74770.08,Ahorro,2015-10-20
392,659,GB58DMXL49782136626700,69954.4,Ahorro,2019-05-07
393,891,GB88FKAO80668611311798,57406.63,Corriente,2019-01-17
394,692,GB39DUAV10297590803740,79021.76,Corriente,2017-08-04
395,776,GB30MZCE71241348038979,91737.49,Ahorro,2020-08-30
396,889,GB91GPJH45055845826087,84959.43,Ahorro,2023-03-21
397,41,GB18JMQG19420486145681,3935.05,Corriente,2015-05-05
398,567,GB28HEHW61422324553153,82645.99,Ahorro,2023-01-22
399,947,GB22IITY63930088011071,15579.81,Corriente,2017-05-11
400,785,GB81NYLE05369409543973,10359.52,Ahorro,2015-04-15
401,827,GB84XHBM20960077441159,58093.6,Ahorro,2018-08-25
